Instance,original clu. VIG,original clu. LIG,original mod. VIG,original mod. LIG,original mod. VCG,original mod. LCG,original parity,parFalse_maskNone clu. VIG,parFalse_maskNone clu. LIG,parFalse_maskNone mod. VIG,parFalse_maskNone mod. LIG,parFalse_maskNone mod. VCG,parFalse_maskNone mod. LCG,parFalse_maskNone parity,parFalse_maskclause clu. VIG,parFalse_maskclause clu. LIG,parFalse_maskclause mod. VIG,parFalse_maskclause mod. LIG,parFalse_maskclause mod. VCG,parFalse_maskclause mod. LCG,parFalse_maskclause parity,parFalse_maskvar clu. VIG,parFalse_maskvar clu. LIG,parFalse_maskvar mod. VIG,parFalse_maskvar mod. LIG,parFalse_maskvar mod. VCG,parFalse_maskvar mod. LCG,parFalse_maskvar parity,"parFalse_mask['clause', 'var'] clu. VIG","parFalse_mask['clause', 'var'] clu. LIG","parFalse_mask['clause', 'var'] mod. VIG","parFalse_mask['clause', 'var'] mod. LIG","parFalse_mask['clause', 'var'] mod. VCG","parFalse_mask['clause', 'var'] mod. LCG","parFalse_mask['clause', 'var'] parity",parTrue_maskNone clu. VIG,parTrue_maskNone clu. LIG,parTrue_maskNone mod. VIG,parTrue_maskNone mod. LIG,parTrue_maskNone mod. VCG,parTrue_maskNone mod. LCG,parTrue_maskNone parity,parTrue_maskclause clu. VIG,parTrue_maskclause clu. LIG,parTrue_maskclause mod. VIG,parTrue_maskclause mod. LIG,parTrue_maskclause mod. VCG,parTrue_maskclause mod. LCG,parTrue_maskclause parity,parTrue_maskvar clu. VIG,parTrue_maskvar clu. LIG,parTrue_maskvar mod. VIG,parTrue_maskvar mod. LIG,parTrue_maskvar mod. VCG,parTrue_maskvar mod. LCG,parTrue_maskvar parity,"parTrue_mask['clause', 'var'] clu. VIG","parTrue_mask['clause', 'var'] clu. LIG","parTrue_mask['clause', 'var'] mod. VIG","parTrue_mask['clause', 'var'] mod. LIG","parTrue_mask['clause', 'var'] mod. VCG","parTrue_mask['clause', 'var'] mod. LCG","parTrue_mask['clause', 'var'] parity"
unsat_5clique_65_1955_42480.cnf,0.9410861960655517,0.9705430980327762,0.022437738330045975,0.29999999999999993,0.47785735526334633,0.47869609397486507,"(65, 3900)","(0.15028502, 0.0029722624)","(0.13777761, 0.01127835)","(0.20096484, 0.0054582236)","(0.22316304, 0.005174269)","(0.5354495, 0.0027208147)","(0.5374227, 0.0028991085)","(3157.9, 95.7)","(0.15215491, 0.0042901556)","(0.13643649, 0.009856892)","(0.19847831, 0.007857329)","(0.22130701, 0.010339431)","(0.5347263, 0.006762675)","(0.5354942, 0.008007878)","(3191.6, 94.6)","(0.2101715, 0.18525629)","(0.15639864, 0.069724746)","(0.18570855, 0.047744475)","(0.21411438, 0.034221977)","(0.52626246, 0.03441933)","(0.53094876, 0.027393188)","(3054.8, 191.0)","(0.22209597, 0.22091116)","(0.16645525, 0.09135788)","(0.18356895, 0.055889867)","(0.2113863, 0.041272685)","(0.5223977, 0.047166023)","(0.5267519, 0.041616905)","(3077.3, 217.2)","(0.15228239, 0.003101233)","(0.12330242, 0.008075276)","(0.20194848, 0.0024065725)","(0.21712355, 0.0036188506)","(0.5345355, 0.0036212096)","(0.4832321, 0.0021553864)","(64.6, 3188.3)","(0.15584901, 0.010202489)","(0.12782541, 0.012067028)","(0.19682248, 0.0121425055)","(0.2143111, 0.015971715)","(0.5295074, 0.017138394)","(0.4779492, 0.014423274)","(64.8, 3226.7)","(0.2120218, 0.18427138)","(0.16508412, 0.14038311)","(0.185282, 0.04882212)","(0.20202525, 0.04524005)","(0.5230918, 0.03728063)","(0.4759624, 0.022036389)","(64.5, 3183.8)","(0.22217712, 0.2238993)","(0.17912248, 0.18215036)","(0.18221918, 0.05378994)","(0.20076096, 0.051233884)","(0.518314, 0.05126588)","(0.4734389, 0.035911914)","(64.7, 3224.9)"
sat_5color_250_1050_17770.cnf,0.2716233766233767,0.6358116883116881,0.6412625,0.784083333333333,0.7982419753086418,0.6828284444444443,"(250, 2000)","(0.14854547, 0.0104323495)","(0.07428036, 0.0052094883)","(0.40710035, 0.009984382)","(0.40606833, 0.0113490345)","(0.68612444, 0.0072873463)","(0.6855336, 0.005484508)","(1479.0, 0.2)","(0.14565799, 0.013684147)","(0.07628776, 0.016119825)","(0.3915092, 0.047075767)","(0.39251024, 0.038121823)","(0.67539614, 0.03867929)","(0.675575, 0.037556514)","(1541.0, 3.0)","(0.14841485, 0.011824385)","(0.07440239, 0.005993996)","(0.40607104, 0.011039172)","(0.40923852, 0.010934887)","(0.68636185, 0.004961425)","(0.68712556, 0.005787063)","(1473.3, 0.2)","(0.1530023, 0.007882756)","(0.08031192, 0.012433256)","(0.39444885, 0.045563817)","(0.3962314, 0.04366052)","(0.67323226, 0.037696827)","(0.6728676, 0.038276937)","(1543.0, 3.3)","(0.14859518, 0.009863825)","(0.14560245, 0.011730017)","(0.4037857, 0.009139075)","(0.5161281, 0.014296394)","(0.69995654, 0.004863879)","(0.65467197, 0.0066304873)","(228.0, 1339.9)","(0.1504617, 0.014720023)","(0.15531586, 0.035601564)","(0.38655752, 0.054311283)","(0.50055075, 0.06365803)","(0.68579036, 0.053510886)","(0.63836086, 0.05072005)","(230.5, 1403.7)","(0.1507828, 0.010793727)","(0.14758906, 0.014697796)","(0.40437746, 0.008995065)","(0.5145841, 0.011808363)","(0.7012641, 0.0063848896)","(0.65235436, 0.0031850443)","(227.1, 1340.2)","(0.14988211, 0.02138357)","(0.15320541, 0.04031656)","(0.38369554, 0.053658783)","(0.49568075, 0.06801465)","(0.6833469, 0.05607086)","(0.6408807, 0.05180687)","(231.4, 1408.7)"
sat_tseitin_40_277_16787.cnf,0.5030681818181817,0.4757502550768802,0.4319782021604938,0.4390373612401584,0.569525654641722,0.5458379963007486,"(760, 761)","(0.1475507, 0.020479355)","(0.07377535, 0.0102396775)","(0.6396682, 0.01485442)","(0.63660985, 0.016460344)","(0.8206072, 0.0068945964)","(0.8214213, 0.0061962823)","(869.4, 0.0)","(0.16454028, 0.056206312)","(0.108249664, 0.109502345)","(0.58860415, 0.13682033)","(0.59915215, 0.10136497)","(0.7764489, 0.13215524)","(0.7770799, 0.13307238)","(899.5, 35.4)","(0.17281559, 0.08282975)","(0.089151025, 0.049975067)","(0.5842728, 0.14865357)","(0.59302986, 0.11892703)","(0.7897545, 0.08754405)","(0.7930728, 0.079994835)","(843.5, 17.9)","(0.22858672, 0.27057487)","(0.1372804, 0.20790346)","(0.5781394, 0.20486324)","(0.58478904, 0.18916397)","(0.76133573, 0.19258153)","(0.7649762, 0.17993419)","(850.9, 88.1)","(0.13419005, 0.021744117)","(0.13001974, 0.024696646)","(0.6270475, 0.01345546)","(0.86377347, 0.015203671)","(0.8421957, 0.0056405626)","(0.8183142, 0.0076563866)","(519.2, 526.5)","(0.16488965, 0.057986386)","(0.17302546, 0.08636985)","(0.58490574, 0.13708165)","(0.8223612, 0.16686717)","(0.7967359, 0.13849674)","(0.77788925, 0.13415562)","(545.5, 547.1)","(0.1744103, 0.07970072)","(0.1456087, 0.016162252)","(0.5903316, 0.15599394)","(0.8153356, 0.19389237)","(0.8148826, 0.09605789)","(0.79705954, 0.077740304)","(499.5, 505.6)","(0.22488305, 0.27309746)","(0.19152439, 0.19207928)","(0.5698387, 0.20183331)","(0.79365796, 0.26391914)","(0.77961946, 0.20077582)","(0.76443845, 0.18031396)","(551.7, 550.5)"
unsat_dominating_80_1809_17476.cnf,0.6934168443842228,0.8096667620227587,0.18970038185424873,0.31127955389104756,0.5107342838581977,0.5061693025369427,"(178, 3500)","(0.1466083, 0.006494083)","(0.11661699, 0.014327891)","(0.21954215, 0.005173577)","(0.23967321, 0.008606879)","(0.556145, 0.0037939628)","(0.55576915, 0.0032649976)","(2867.7, 62.3)","(0.14722696, 0.004863865)","(0.116047464, 0.017050564)","(0.22069892, 0.008184292)","(0.23876843, 0.008246361)","(0.5502946, 0.010190008)","(0.55169237, 0.008961478)","(2902.7, 62.3)","(0.18582067, 0.12576501)","(0.12465882, 0.056099057)","(0.20818695, 0.046033423)","(0.2238855, 0.029436544)","(0.5444802, 0.030348383)","(0.547407, 0.024204506)","(2799.5, 129.1)","(0.20024805, 0.1738822)","(0.1311647, 0.06955004)","(0.20445974, 0.053296518)","(0.22479656, 0.036758803)","(0.5385833, 0.048218835)","(0.54226875, 0.04208756)","(2822.0, 163.2)","(0.14475915, 0.0057577165)","(0.15630978, 0.016916156)","(0.22381398, 0.0047760624)","(0.26480022, 0.0060967337)","(0.55950034, 0.0037449466)","(0.5233661, 0.0042443257)","(172.1, 2791.6)","(0.14973912, 0.01301018)","(0.17322168, 0.024974195)","(0.21634212, 0.016458014)","(0.25812975, 0.021382933)","(0.5508995, 0.022605939)","(0.5166209, 0.019450929)","(173.5, 2846.6)","(0.18605134, 0.11705354)","(0.20010462, 0.08813533)","(0.20468652, 0.04302781)","(0.2477473, 0.04441491)","(0.5445157, 0.030380541)","(0.51349795, 0.017852003)","(174.4, 2774.8)","(0.20487764, 0.18123607)","(0.21287313, 0.15470818)","(0.20872732, 0.056027)","(0.24763158, 0.05651194)","(0.5415931, 0.054291178)","(0.5097868, 0.04164092)","(174.3, 2831.1)"
sat_php_222_900_68088.cnf,0.5907582128373349,1.0,0.625200695609496,0.9430091953534798,0.8528268684362592,0.7821524999999999,"(222, 1780)","(0.15456751, 0.022085918)","(0.077283755, 0.011042959)","(0.4711647, 0.012623936)","(0.469584, 0.011443463)","(0.7244798, 0.006730745)","(0.72390115, 0.0069098324)","(1255.9, 0.0)","(0.14814168, 0.017206443)","(0.07928665, 0.023610156)","(0.44977587, 0.06514845)","(0.4497811, 0.053599406)","(0.7102369, 0.049643353)","(0.7105686, 0.052277647)","(1324.9, 4.5)","(0.14632726, 0.02284931)","(0.07316363, 0.011424655)","(0.46140283, 0.014370689)","(0.46185908, 0.015165515)","(0.7246961, 0.011080482)","(0.7240964, 0.009052121)","(1252.3, 0.0)","(0.15221171, 0.020278905)","(0.08548094, 0.038249906)","(0.43322045, 0.06624654)","(0.43559337, 0.055315234)","(0.7028367, 0.05435466)","(0.7035549, 0.055711247)","(1332.4, 6.3)","(0.14651008, 0.011565794)","(0.13375388, 0.011018783)","(0.46239114, 0.014967935)","(0.58282715, 0.02366846)","(0.7410625, 0.007627029)","(0.6785841, 0.008324235)","(200.1, 1142.7)","(0.15095907, 0.02616728)","(0.13901219, 0.047450226)","(0.44446093, 0.07192167)","(0.55258477, 0.080395415)","(0.7178914, 0.06331132)","(0.6574619, 0.056734383)","(202.4, 1203.9)","(0.15121008, 0.017859025)","(0.13369565, 0.016186776)","(0.45910415, 0.014501772)","(0.5839294, 0.018235398)","(0.7349858, 0.009656315)","(0.6785113, 0.0048723784)","(201.6, 1131.7)","(0.15041125, 0.021710549)","(0.14284344, 0.050486155)","(0.4359327, 0.07694482)","(0.5521023, 0.086564444)","(0.7155462, 0.07073523)","(0.6598935, 0.06126797)","(204.0, 1197.2)"
sat_dominating_60_970_59957.cnf,0.6927935708476489,0.8012729384407922,0.19595159177976618,0.4023688046215727,0.5475645404816712,0.5324709786547891,"(150, 1860)","(0.14640686, 0.009899317)","(0.07320343, 0.0049496586)","(0.46562266, 0.0072427164)","(0.46814385, 0.010970359)","(0.72400683, 0.0065829637)","(0.7238682, 0.0061951256)","(1271.6, 0.1)","(0.15018676, 0.017401107)","(0.07722461, 0.01238947)","(0.44211787, 0.0476663)","(0.43986207, 0.048858114)","(0.7053815, 0.041481365)","(0.70618695, 0.040599126)","(1334.1, 1.9)","(0.16609348, 0.06878838)","(0.08807491, 0.050161425)","(0.4325421, 0.10197928)","(0.44259986, 0.07409372)","(0.7084693, 0.059370846)","(0.7086195, 0.054094948)","(1222.2, 21.3)","(0.20601332, 0.16919789)","(0.10033138, 0.076125674)","(0.42829308, 0.13224363)","(0.4377262, 0.10482709)","(0.6932856, 0.09977162)","(0.69569284, 0.09032968)","(1245.7, 68.9)","(0.13875777, 0.00997244)","(0.10963645, 0.006320418)","(0.461183, 0.017703861)","(0.5479531, 0.015607084)","(0.73484397, 0.0045003192)","(0.6536448, 0.006408784)","(138.9, 1192.1)","(0.15568823, 0.020495648)","(0.12716472, 0.039766844)","(0.4483768, 0.06821618)","(0.5294408, 0.07849553)","(0.7166883, 0.060444605)","(0.6377064, 0.053693578)","(142.4, 1242.4)","(0.16969831, 0.07003768)","(0.12934273, 0.060322326)","(0.42844963, 0.10121869)","(0.5083057, 0.10270851)","(0.7117137, 0.06497821)","(0.6363215, 0.038950987)","(138.5, 1178.8)","(0.20249896, 0.17550838)","(0.16189659, 0.15246457)","(0.41547936, 0.13026863)","(0.49958473, 0.13724394)","(0.69783556, 0.102926716)","(0.6238071, 0.07712229)","(141.8, 1238.9)"
unsat_php_99_486_78552.cnf,0.5467732053903367,1.0,0.5681931228373703,0.9345717993079586,0.8049011205491076,0.7672132151946461,"(99, 932)","(0.104027435, 0.01435437)","(0.052013718, 0.007177185)","(0.8453641, 0.02737479)","(0.84425277, 0.026795108)","(0.92732847, 0.01050892)","(0.9275519, 0.010167833)","(554.6, 0.0)","(0.113958284, 0.056374963)","(0.057261378, 0.029021204)","(0.8319057, 0.13185678)","(0.83068705, 0.13223377)","(0.91380405, 0.080407366)","(0.913136, 0.08325972)","(583.7, 0.4)","(0.10274885, 0.0187219)","(0.051374424, 0.00936095)","(0.8335825, 0.10756691)","(0.8341837, 0.10703215)","(0.9189415, 0.05479477)","(0.9187145, 0.054279618)","(534.6, 0.0)","(0.124552, 0.0573223)","(0.08244483, 0.09060808)","(0.790479, 0.20799965)","(0.8027282, 0.16726002)","(0.8897681, 0.13247283)","(0.8916999, 0.12743953)","(575.7, 19.1)","(0.100767635, 0.025243329)","(0.058286034, 0.013540114)","(0.8531008, 0.031932116)","(0.90114146, 0.023527702)","(0.9346503, 0.01256033)","(0.783578, 0.016293796)","(90.7, 521.0)","(0.10632678, 0.07256662)","(0.06800041, 0.06279965)","(0.8106533, 0.1343833)","(0.86438835, 0.13286325)","(0.9078635, 0.09468021)","(0.7634595, 0.091804095)","(91.5, 547.7)","(0.08967204, 0.017113294)","(0.051458377, 0.009894049)","(0.8203707, 0.10370817)","(0.8737321, 0.08319126)","(0.9225079, 0.047063835)","(0.78895146, 0.014060602)","(90.0, 494.0)","(0.1262773, 0.064377524)","(0.08815685, 0.08658511)","(0.78818375, 0.20998976)","(0.8403541, 0.20269808)","(0.8928046, 0.1357913)","(0.7576434, 0.09186338)","(91.9, 546.6)"
sat_tiling_10_237_95475.cnf,1.0,1.0,0.0,0.5,0.3557636834319527,0.44988324219170556,"(60, 460)","(0.019045401, 0.01622502)","(0.009522701, 0.00811251)","(0.9488578, 0.01865744)","(0.9486434, 0.018623242)","(0.98661387, 0.00256464)","(0.98661387, 0.00256464)","(300.8, 0.0)","(0.06533308, 0.12895668)","(0.032800537, 0.064900205)","(0.91453063, 0.09752776)","(0.9147399, 0.09687176)","(0.96605605, 0.0694826)","(0.9673425, 0.0654155)","(307.1, 0.3)","(0.1019503, 0.20481832)","(0.042991024, 0.07724961)","(0.8550932, 0.28379706)","(0.8714653, 0.23206088)","(0.9348427, 0.16013281)","(0.9391303, 0.14657687)","(276.0, 3.6)","(0.124386765, 0.3079844)","(0.10029502, 0.27440873)","(0.8489048, 0.29851863)","(0.8506746, 0.29292676)","(0.9161496, 0.22164515)","(0.9235872, 0.19812645)","(285.9, 29.3)","(0.03273895, 0.017883522)","(0.016887384, 0.009369735)","(0.9478544, 0.016602732)","(0.95464313, 0.014696571)","(0.9872483, 0.002027749)","(0.8743925, 0.010345327)","(54.2, 278.7)","(0.06822418, 0.14000724)","(0.040786978, 0.08986361)","(0.903197, 0.11696246)","(0.91694987, 0.094291575)","(0.9616753, 0.08204753)","(0.8483362, 0.11557437)","(55.7, 290.7)","(0.093659736, 0.19233732)","(0.044582415, 0.08680787)","(0.85857713, 0.28280145)","(0.8873898, 0.22143792)","(0.9387248, 0.15222399)","(0.8367999, 0.11307195)","(51.4, 253.7)","(0.12863988, 0.30659035)","(0.092034094, 0.23711266)","(0.84978855, 0.29883733)","(0.8641294, 0.28256834)","(0.9152892, 0.2237869)","(0.8167076, 0.17843206)","(54.6, 291.7)"
unsat_tseitin_20_109_58146.cnf,0.528611111111111,0.48476262299791706,0.2676254325259515,0.2841695501730103,0.5047437641723356,0.3982123721025822,"(262, 263)","(0.02753554, 0.020803252)","(0.01376777, 0.010401626)","(0.9473044, 0.0152819725)","(0.9473044, 0.0152819725)","(0.986975, 0.002298697)","(0.98698455, 0.0022777563)","(295.9, 0.0)","(0.078634344, 0.1716644)","(0.05875312, 0.14715926)","(0.89464635, 0.16775447)","(0.91108596, 0.115896225)","(0.9472507, 0.12217322)","(0.9509325, 0.110532425)","(314.2, 10.8)","(0.052192904, 0.09239629)","(0.028993279, 0.05528718)","(0.87691784, 0.21299365)","(0.8867652, 0.18196596)","(0.9496133, 0.11777635)","(0.9503068, 0.11558346)","(277.8, 2.6)","(0.11898671, 0.31030264)","(0.09043343, 0.25284812)","(0.84880257, 0.2989342)","(0.85308284, 0.28543177)","(0.90964544, 0.24327822)","(0.9159441, 0.22324874)","(284.4, 30.5)","(0.024384126, 0.018370336)","(0.012687609, 0.0100106)","(0.9510021, 0.014658978)","(0.9608105, 0.010937825)","(0.9894025, 0.0013679141)","(0.9762616, 0.0052080117)","(188.1, 188.6)","(0.0865581, 0.17586073)","(0.07185697, 0.17241539)","(0.8954258, 0.15690356)","(0.9312233, 0.089322716)","(0.9492427, 0.122004665)","(0.94378006, 0.10702086)","(197.2, 195.9)","(0.037804343, 0.04696777)","(0.017102774, 0.016325817)","(0.8851301, 0.2001229)","(0.9165648, 0.14954486)","(0.9568032, 0.10022297)","(0.9467133, 0.091448605)","(174.6, 178.3)","(0.1287202, 0.3065141)","(0.09429981, 0.24165022)","(0.8513147, 0.2993086)","(0.8732854, 0.28946108)","(0.9100175, 0.24450041)","(0.902321, 0.2211462)","(193.8, 198.9)"
unsat_matching_60_270_86965.cnf,0.5159262034262034,0.5159262034262034,0.4428212324167972,0.581244296757976,0.6435911303407247,0.6065597222222222,"(120, 482)","(0.03251716, 0.014054259)","(0.01625858, 0.0070271296)","(0.9447624, 0.016208919)","(0.9447624, 0.016208919)","(0.98289615, 0.0043792506)","(0.98289794, 0.0043769553)","(328.2, 0.0)","(0.07701746, 0.10635086)","(0.03902074, 0.054760203)","(0.9116729, 0.10797929)","(0.9110859, 0.10982791)","(0.9596993, 0.07250337)","(0.95958364, 0.072769605)","(358.0, 0.3)","(0.038365237, 0.023487892)","(0.019182619, 0.011743946)","(0.9102011, 0.08661871)","(0.9100027, 0.087238945)","(0.96469325, 0.05206923)","(0.96489686, 0.051370434)","(315.5, 0.0)","(0.07544474, 0.10960722)","(0.051695682, 0.09883597)","(0.86818, 0.24236555)","(0.88076365, 0.20263897)","(0.9332305, 0.1599282)","(0.934848, 0.15481365)","(333.5, 19.9)","(0.044003252, 0.026323995)","(0.023931628, 0.012965673)","(0.93622434, 0.014563649)","(0.9566165, 0.012844622)","(0.9831316, 0.004295891)","(0.9082716, 0.012881294)","(103.7, 291.8)","(0.07576315, 0.124361575)","(0.04869479, 0.09158966)","(0.90693635, 0.109928705)","(0.9327711, 0.07841821)","(0.95962495, 0.07633837)","(0.87756014, 0.11238934)","(107.0, 312.3)","(0.058091544, 0.029055199)","(0.031672444, 0.015316766)","(0.9139652, 0.096997425)","(0.9425828, 0.054113045)","(0.9711399, 0.041562002)","(0.9061748, 0.026453586)","(101.1, 274.8)","(0.07245092, 0.10755396)","(0.058771055, 0.11416493)","(0.85573256, 0.24084912)","(0.8825496, 0.20910339)","(0.93288267, 0.1572255)","(0.8662459, 0.12989579)","(104.7, 309.3)"
sat_5color_100_620_85600.cnf,0.2545060495060496,0.6272530247530245,0.4362708333333333,0.6167070312499998,0.6422855029585799,0.623347041420118,"(100, 1200)","(0.13871366, 0.013004235)","(0.06935683, 0.0065021175)","(0.73816305, 0.028502017)","(0.7368751, 0.02824365)","(0.8719179, 0.0125937695)","(0.8714573, 0.012531144)","(714.1, 0.0)","(0.13926858, 0.037398875)","(0.070285596, 0.020463748)","(0.6964403, 0.11020145)","(0.69902116, 0.11000242)","(0.848601, 0.07105813)","(0.8482076, 0.07442193)","(772.9, 0.6)","(0.13008048, 0.020819236)","(0.06504024, 0.010409618)","(0.7068166, 0.10847591)","(0.7104377, 0.105037354)","(0.8561121, 0.05868481)","(0.8572229, 0.05983275)","(695.2, 0.4)","(0.15344968, 0.053191688)","(0.0925031, 0.07521988)","(0.67839104, 0.18152964)","(0.6904027, 0.14353362)","(0.8335842, 0.11938921)","(0.8342425, 0.11732588)","(741.3, 24.2)","(0.12186052, 0.014577518)","(0.07544519, 0.010470587)","(0.74379, 0.019265829)","(0.812338, 0.020845652)","(0.88188297, 0.008928594)","(0.73498094, 0.006383087)","(93.3, 671.6)","(0.15183686, 0.047958896)","(0.09499116, 0.042712275)","(0.6964907, 0.12053786)","(0.75517476, 0.120242774)","(0.8494261, 0.08803981)","(0.7070758, 0.07389271)","(93.5, 726.5)","(0.1273108, 0.03399462)","(0.07905255, 0.019721376)","(0.7096679, 0.10299783)","(0.7793349, 0.10224805)","(0.8654071, 0.04901704)","(0.7313689, 0.013451141)","(93.7, 656.8)","(0.13306476, 0.060109682)","(0.09979146, 0.09194765)","(0.68218696, 0.18278693)","(0.7525379, 0.18510798)","(0.84094155, 0.12773149)","(0.7094413, 0.08223628)","(94.0, 718.2)"
sat_op_10_24_92599.cnf,0.5999999999999999,0.2519047619047619,0.033333333333333326,0.18059171597633134,0.31412197231833905,0.37235464468701274,"(33, 35)","(0.0, 0.0)","(0.0, 0.0)","(0.16666667, 0.27216554)","(0.16666667, 0.27216554)","(0.98234093, 0.0015475373)","(0.98234093, 0.0015475373)","(60.3, 0.0)","(0.060417287, 0.19105624)","(0.030208644, 0.09552812)","(0.19203885, 0.31512815)","(0.19203885, 0.31512815)","(0.97286683, 0.030728946)","(0.97286683, 0.030728946)","(60.6, 0.4)","(0.0, 0.0)","(0.0, 0.0)","(0.05, 0.15811388)","(0.05, 0.15811388)","(0.9740057, 0.02604597)","(0.9740057, 0.02604597)","(54.9, 0.0)","(0.09230159, 0.29188326)","(0.063507386, 0.20082799)","(0.05, 0.15811388)","(0.06773787, 0.16178827)","(0.9175857, 0.20801318)","(0.92296445, 0.19100398)","(59.8, 2.4)","(0.0, 0.0)","(0.0, 0.0)","(0.1, 0.21081851)","(0.1, 0.21081851)","(0.9809526, 0.0016737619)","(0.9513534, 0.0044964487)","(29.9, 33.0)","(0.06837887, 0.21623299)","(0.036156647, 0.11433736)","(0.261398, 0.34399754)","(0.26365432, 0.3478344)","(0.9711224, 0.032486275)","(0.9383547, 0.04150788)","(31.8, 32.8)","(0.0, 0.0)","(0.0, 0.0)","(0.1, 0.21081851)","(0.1, 0.21081851)","(0.9737567, 0.025950482)","(0.9453257, 0.017374743)","(28.7, 30.5)","(0.09214286, 0.2913813)","(0.063362196, 0.20036885)","(0.101282045, 0.21018083)","(0.12822543, 0.21479963)","(0.9154423, 0.21006933)","(0.8953126, 0.18285003)","(31.7, 32.8)"
unsat_dominating_80_1809_28307.cnf,0.6896100262024046,0.8141531090091056,0.19612629456490613,0.31587835696660355,0.5117232188451475,0.5072022285848221,"(178, 3500)","(0.14666936, 0.0039493334)","(0.110234976, 0.008978183)","(0.22172897, 0.0048114294)","(0.2372841, 0.0067925453)","(0.55532515, 0.0035984805)","(0.55522585, 0.0046574795)","(2885.0, 58.1)","(0.14885232, 0.0078017814)","(0.112041, 0.023602901)","(0.21842857, 0.009579368)","(0.23637474, 0.009318338)","(0.55036724, 0.010563072)","(0.5507703, 0.009945008)","(2914.7, 59.4)","(0.185599, 0.12591405)","(0.12949093, 0.05683028)","(0.20727785, 0.04462483)","(0.22610208, 0.03135802)","(0.5447195, 0.031229611)","(0.5462154, 0.026346143)","(2791.9, 129.4)","(0.20273456, 0.17219587)","(0.13456443, 0.07167013)","(0.20196667, 0.053702172)","(0.2236572, 0.037057005)","(0.53872144, 0.047229737)","(0.54079473, 0.04046044)","(2831.8, 156.6)","(0.14703149, 0.003479842)","(0.15975788, 0.008725586)","(0.22259358, 0.004655671)","(0.26257753, 0.00720768)","(0.5572279, 0.0028172678)","(0.5215101, 0.0033566328)","(172.5, 2791.3)","(0.15060243, 0.012846669)","(0.17240874, 0.027851403)","(0.21893406, 0.017917981)","(0.26364616, 0.018364312)","(0.54892236, 0.022746883)","(0.5160314, 0.020258486)","(173.6, 2840.4)","(0.18643357, 0.1314293)","(0.2046651, 0.11583938)","(0.20814101, 0.04438913)","(0.25429517, 0.047775816)","(0.5472525, 0.03613472)","(0.5171211, 0.024647588)","(172.5, 2779.7)","(0.20077085, 0.17773941)","(0.20757222, 0.14660753)","(0.20300242, 0.054067716)","(0.24836001, 0.057681564)","(0.54104906, 0.053181224)","(0.50924253, 0.041614797)","(173.9, 2830.1)"
sat_tiling_10_245_50328.cnf,1.0,1.0,0.0,0.5,0.3562362805988161,0.44955377032746713,"(61, 476)","(0.03237653, 0.020214826)","(0.016188266, 0.010107413)","(0.94317484, 0.015222079)","(0.94317484, 0.015222079)","(0.9852905, 0.0035475204)","(0.9852134, 0.00366477)","(301.1, 0.0)","(0.0806475, 0.097504504)","(0.040528364, 0.04938972)","(0.9031733, 0.09968581)","(0.90465325, 0.0950629)","(0.9634018, 0.06510428)","(0.96275294, 0.066994995)","(327.0, 0.1)","(0.091804035, 0.20188463)","(0.027056778, 0.04169582)","(0.8542317, 0.27714428)","(0.8706247, 0.22534776)","(0.9394123, 0.14624403)","(0.9396927, 0.14551684)","(278.0, 3.7)","(0.13146357, 0.30593237)","(0.106399275, 0.2813945)","(0.8443018, 0.29752487)","(0.8457836, 0.29285276)","(0.9145296, 0.22348925)","(0.9224807, 0.19835077)","(287.2, 29.6)","(0.03631906, 0.016563756)","(0.01948753, 0.008180488)","(0.94425744, 0.012218427)","(0.9541413, 0.009855182)","(0.9866527, 0.0020730584)","(0.87279224, 0.013805574)","(56.4, 282.4)","(0.07120474, 0.14035743)","(0.04238294, 0.089408636)","(0.9075402, 0.11589858)","(0.92014724, 0.09924201)","(0.96393836, 0.07314711)","(0.8425374, 0.11852378)","(57.3, 297.1)","(0.07430126, 0.15941083)","(0.024838708, 0.038693648)","(0.8674946, 0.24689548)","(0.8862524, 0.21488732)","(0.9390747, 0.15095513)","(0.8366024, 0.114556916)","(52.2, 261.6)","(0.12605715, 0.30774248)","(0.096246995, 0.25503612)","(0.8499135, 0.29891858)","(0.8653019, 0.27913728)","(0.91579187, 0.22288692)","(0.8177309, 0.17942171)","(56.3, 295.8)"
