Instance,original clu. VIG,original clu. LIG,original mod. VIG,original mod. LIG,original mod. VCG,original mod. LCG,original parity,parFalse_maskNone clu. VIG,parFalse_maskNone clu. LIG,parFalse_maskNone mod. VIG,parFalse_maskNone mod. LIG,parFalse_maskNone mod. VCG,parFalse_maskNone mod. LCG,parFalse_maskNone parity,parFalse_maskclause clu. VIG,parFalse_maskclause clu. LIG,parFalse_maskclause mod. VIG,parFalse_maskclause mod. LIG,parFalse_maskclause mod. VCG,parFalse_maskclause mod. LCG,parFalse_maskclause parity,parFalse_maskvar clu. VIG,parFalse_maskvar clu. LIG,parFalse_maskvar mod. VIG,parFalse_maskvar mod. LIG,parFalse_maskvar mod. VCG,parFalse_maskvar mod. LCG,parFalse_maskvar parity,"parFalse_mask['clause', 'var'] clu. VIG","parFalse_mask['clause', 'var'] clu. LIG","parFalse_mask['clause', 'var'] mod. VIG","parFalse_mask['clause', 'var'] mod. LIG","parFalse_mask['clause', 'var'] mod. VCG","parFalse_mask['clause', 'var'] mod. LCG","parFalse_mask['clause', 'var'] parity",parTrue_maskNone clu. VIG,parTrue_maskNone clu. LIG,parTrue_maskNone mod. VIG,parTrue_maskNone mod. LIG,parTrue_maskNone mod. VCG,parTrue_maskNone mod. LCG,parTrue_maskNone parity,parTrue_maskclause clu. VIG,parTrue_maskclause clu. LIG,parTrue_maskclause mod. VIG,parTrue_maskclause mod. LIG,parTrue_maskclause mod. VCG,parTrue_maskclause mod. LCG,parTrue_maskclause parity,parTrue_maskvar clu. VIG,parTrue_maskvar clu. LIG,parTrue_maskvar mod. VIG,parTrue_maskvar mod. LIG,parTrue_maskvar mod. VCG,parTrue_maskvar mod. LCG,parTrue_maskvar parity,"parTrue_mask['clause', 'var'] clu. VIG","parTrue_mask['clause', 'var'] clu. LIG","parTrue_mask['clause', 'var'] mod. VIG","parTrue_mask['clause', 'var'] mod. LIG","parTrue_mask['clause', 'var'] mod. VCG","parTrue_mask['clause', 'var'] mod. LCG","parTrue_mask['clause', 'var'] parity"
sat_cliquecoloring_69_342.cnf,0.5027291549030671,0.7744212309429723,0.3733570951214079,0.649910767400357,0.5569481481481482,0.58106296595751,"(144, 756)","(0.08915399, 0.02007884)","(0.044576995, 0.01003942)","(0.892943, 0.0278702)","(0.8922017, 0.028373836)","(0.9529306, 0.008310269)","(0.95298254, 0.008361603)","(478.3, 0.0)","(0.106858395, 0.08447459)","(0.058861, 0.059152197)","(0.8573858, 0.14381425)","(0.85940427, 0.13405477)","(0.92336637, 0.10219001)","(0.92405623, 0.09998162)","(513.8, 3.1)","(0.08856459, 0.028870475)","(0.044223633, 0.014386901)","(0.8548725, 0.13870963)","(0.85592854, 0.13504374)","(0.9303039, 0.0733481)","(0.92991877, 0.07446182)","(464.8, 0.6)","(0.105958536, 0.11755536)","(0.062732846, 0.089018695)","(0.81418717, 0.24131198)","(0.82611024, 0.20043786)","(0.8993701, 0.16418396)","(0.90286463, 0.15400128)","(490.4, 31.8)","(0.089938, 0.023707796)","(0.0514683, 0.0125836)","(0.91544735, 0.022092063)","(0.95100003, 0.013137333)","(0.9640072, 0.008819614)","(0.85681313, 0.018189603)","(123.8, 419.0)","(0.10724956, 0.09371219)","(0.076798856, 0.092970215)","(0.8481256, 0.15141018)","(0.89822674, 0.12841113)","(0.9244956, 0.106452025)","(0.81986535, 0.112881616)","(127.3, 456.5)","(0.08905701, 0.028393509)","(0.056411814, 0.026657565)","(0.84976995, 0.13979939)","(0.907632, 0.10295084)","(0.93834937, 0.06454458)","(0.84531224, 0.03749948)","(120.8, 406.4)","(0.12572713, 0.11259181)","(0.09203284, 0.13175572)","(0.820415, 0.2432307)","(0.86467755, 0.22665703)","(0.90418017, 0.1705143)","(0.80732566, 0.1307218)","(127.3, 461.6)"
sat_3clique_30_408_42480.cnf,0.9351810279231568,0.9675905139615778,0.009910074683737252,0.4166666666666667,0.454654903628118,0.4563736555664627,"(30, 810)","(0.07470219, 0.03367029)","(0.037351094, 0.016835146)","(0.91732633, 0.011065395)","(0.9169322, 0.011012371)","(0.9625753, 0.0036692733)","(0.962595, 0.0035690446)","(448.4, 0.0)","(0.09241913, 0.07776655)","(0.04649528, 0.039755646)","(0.8752428, 0.13190514)","(0.8758856, 0.13232735)","(0.9389941, 0.0793083)","(0.93990535, 0.07663549)","(479.9, 0.2)","(0.09611372, 0.07408527)","(0.051326565, 0.047050245)","(0.8428553, 0.21707326)","(0.85856515, 0.16848603)","(0.9275972, 0.10673673)","(0.92878246, 0.10317163)","(424.8, 5.4)","(0.14075975, 0.25684872)","(0.07030064, 0.12817448)","(0.83769226, 0.28262028)","(0.8467599, 0.25398415)","(0.9093506, 0.17995772)","(0.9122845, 0.17053424)","(438.5, 37.5)","(0.07407068, 0.022950888)","(0.03768093, 0.011565655)","(0.9091495, 0.028519444)","(0.9191017, 0.027552389)","(0.96306723, 0.007960734)","(0.7486808, 0.006834367)","(29.1, 430.3)","(0.10164435, 0.09247197)","(0.05597934, 0.057896875)","(0.87948895, 0.14272149)","(0.88970613, 0.13303007)","(0.93783855, 0.09102192)","(0.7264988, 0.08370842)","(29.8, 472.2)","(0.08819197, 0.07288712)","(0.047502536, 0.040186796)","(0.8348724, 0.21602623)","(0.8535875, 0.19932882)","(0.92583656, 0.1113834)","(0.7354095, 0.043885496)","(29.2, 413.9)","(0.15345794, 0.24987087)","(0.10732393, 0.21764737)","(0.8287848, 0.28323036)","(0.84438896, 0.2609301)","(0.9069994, 0.18317506)","(0.7124859, 0.11884989)","(29.4, 465.2)"
unsat_dominating_40_455_58783.cnf,0.6714449244480982,0.7866248768898348,0.19354096720041322,0.39873838436446374,0.5177274784970576,0.5115824620259697,"(90, 850)","(0.08473941, 0.016590895)","(0.042369705, 0.008295448)","(0.8839644, 0.023001133)","(0.8845046, 0.023505608)","(0.9473553, 0.0090370495)","(0.9471879, 0.009251218)","(501.7, 0.0)","(0.10551071, 0.07536082)","(0.0531679, 0.038885187)","(0.8482834, 0.12568322)","(0.84829104, 0.12390835)","(0.9224826, 0.07929802)","(0.92220986, 0.078765005)","(541.0, 0.3)","(0.09733246, 0.0451112)","(0.050034147, 0.026331162)","(0.8379548, 0.19938113)","(0.8471408, 0.17110893)","(0.92332256, 0.09327097)","(0.9234177, 0.094566524)","(471.7, 4.8)","(0.16235207, 0.19105174)","(0.08007525, 0.09207861)","(0.80872786, 0.26380125)","(0.81875956, 0.23012799)","(0.899109, 0.16509487)","(0.9016404, 0.15642413)","(488.9, 39.1)","(0.08769352, 0.018536778)","(0.05157681, 0.012776045)","(0.88911784, 0.031280473)","(0.92468756, 0.020437686)","(0.9507855, 0.009600055)","(0.7978887, 0.009976413)","(83.1, 468.3)","(0.11477667, 0.068132855)","(0.074550465, 0.058392014)","(0.82963103, 0.14216338)","(0.87709725, 0.12864566)","(0.9159608, 0.09296986)","(0.77039325, 0.086967915)","(84.7, 515.1)","(0.09918717, 0.05027697)","(0.05920453, 0.03243673)","(0.8288328, 0.18585938)","(0.8719093, 0.16089971)","(0.92055285, 0.093576945)","(0.778805, 0.053650938)","(80.0, 451.8)","(0.1645556, 0.20382044)","(0.10557906, 0.1650064)","(0.79835206, 0.2632608)","(0.83203804, 0.24886426)","(0.89495337, 0.17606676)","(0.75909543, 0.12517327)","(81.8, 496.3)"
sat_4color_40_150_51660.cnf,0.33031746031746057,0.6651587301587298,0.35076530612244894,0.6218,0.64919921875,0.5492138671874999,"(40, 280)","(0.015879303, 0.015392838)","(0.007939652, 0.007696419)","(0.90304816, 0.03125425)","(0.90304816, 0.03125425)","(0.9907414, 0.0012699047)","(0.9907414, 0.0012699047)","(204.3, 0.0)","(0.050554596, 0.13426936)","(0.025277298, 0.06713468)","(0.9081286, 0.04697046)","(0.9082195, 0.046694305)","(0.9775241, 0.041288607)","(0.97764456, 0.040908054)","(216.8, 0.0)","(0.009167353, 0.008045189)","(0.0045836763, 0.0040225945)","(0.8818709, 0.086649604)","(0.8818709, 0.086649604)","(0.9814394, 0.028489549)","(0.9814394, 0.028489549)","(191.2, 0.0)","(0.060037803, 0.13799533)","(0.04961567, 0.1308473)","(0.83232594, 0.23596786)","(0.84874046, 0.18438546)","(0.94091284, 0.15576875)","(0.9424025, 0.15105835)","(204.0, 11.8)","(0.0057411743, 0.009979914)","(0.0028705872, 0.004989957)","(0.9022648, 0.03651279)","(0.9043943, 0.037628517)","(0.99075764, 0.001413432)","(0.9101087, 0.01739003)","(37.8, 189.2)","(0.06197471, 0.15745094)","(0.03587846, 0.09416594)","(0.8926449, 0.054686032)","(0.90206015, 0.0378107)","(0.97492236, 0.04991771)","(0.88158095, 0.0873904)","(37.2, 198.4)","(0.01538446, 0.023683025)","(0.008317229, 0.013620841)","(0.8950678, 0.07820561)","(0.904582, 0.05918413)","(0.9826087, 0.026461694)","(0.9080327, 0.014415544)","(38.2, 175.2)","(0.053372495, 0.1319837)","(0.05227517, 0.14614064)","(0.8385208, 0.23815241)","(0.8557806, 0.2021061)","(0.9402283, 0.15934671)","(0.86382943, 0.13374597)","(37.1, 193.8)"
sat_5color_150_930_71539.cnf,0.20130554086436422,0.6006527704321817,0.4245895061728395,0.6207343749999997,0.6670698224852071,0.6257379355687053,"(150, 1800)","(0.15009345, 0.0127244)","(0.075046726, 0.0063622)","(0.4759876, 0.010286207)","(0.47690845, 0.008245374)","(0.73022187, 0.005121666)","(0.73069954, 0.005939029)","(1228.7, 0.0)","(0.15171018, 0.013816512)","(0.07891591, 0.014458591)","(0.46114415, 0.059247825)","(0.45938283, 0.05238606)","(0.7175354, 0.04505826)","(0.7162192, 0.04449273)","(1284.7, 2.3)","(0.14742494, 0.012724441)","(0.07413534, 0.0059959893)","(0.45658022, 0.040405016)","(0.46024904, 0.03654281)","(0.7214769, 0.02749115)","(0.7228285, 0.02652335)","(1211.4, 1.3)","(0.15730608, 0.025270704)","(0.09436987, 0.06098757)","(0.45156837, 0.09427834)","(0.45756727, 0.0728451)","(0.71135026, 0.0705778)","(0.7128073, 0.07038491)","(1246.1, 20.1)","(0.15093747, 0.0061986926)","(0.11668434, 0.0092526525)","(0.47405323, 0.012592076)","(0.56515205, 0.013161468)","(0.74432147, 0.007855509)","(0.66284084, 0.008003434)","(138.4, 1135.0)","(0.16092172, 0.021624804)","(0.12799917, 0.036213975)","(0.46203384, 0.067224026)","(0.54172534, 0.077550836)","(0.7258829, 0.06136426)","(0.6431297, 0.056041606)","(139.9, 1197.6)","(0.14443064, 0.01836078)","(0.11061766, 0.012180521)","(0.45697862, 0.049147043)","(0.54459625, 0.04260256)","(0.73656154, 0.026356298)","(0.6591827, 0.0075545684)","(139.1, 1135.7)","(0.15863761, 0.030030748)","(0.13563271, 0.06740907)","(0.4492709, 0.09600022)","(0.5341589, 0.10177737)","(0.7165421, 0.07937979)","(0.640196, 0.056413922)","(141.5, 1195.2)"
sat_cliquecoloring_98_541.cnf,0.48910099925137607,0.7609206840630973,0.4076268476047432,0.624299554415339,0.6765226967505037,0.620842339585553,"(119, 1253)","(0.1370357, 0.017513974)","(0.06851785, 0.008756987)","(0.6974758, 0.035111625)","(0.69457257, 0.035624094)","(0.8514353, 0.01638914)","(0.8499638, 0.01570041)","(770.8, 0.0)","(0.15217584, 0.039037567)","(0.08170878, 0.036770176)","(0.65617526, 0.11951883)","(0.66180503, 0.10341543)","(0.82286775, 0.08792799)","(0.8225317, 0.08615185)","(825.6, 4.2)","(0.13900822, 0.03107139)","(0.07013889, 0.015259702)","(0.6601127, 0.10668383)","(0.6610922, 0.098495595)","(0.82845336, 0.057351124)","(0.82831067, 0.0593339)","(765.9, 1.3)","(0.16172011, 0.07098277)","(0.09329275, 0.07435142)","(0.6411191, 0.17833608)","(0.6497997, 0.14182477)","(0.81130314, 0.12968358)","(0.81422615, 0.12184114)","(795.3, 33.6)","(0.13483518, 0.024914866)","(0.085866295, 0.010327628)","(0.7012843, 0.021021549)","(0.7794928, 0.026845017)","(0.86351, 0.008463849)","(0.7303699, 0.0077898433)","(110.3, 724.4)","(0.1514034, 0.04432337)","(0.10538389, 0.056556493)","(0.65838355, 0.12626325)","(0.7360479, 0.13123392)","(0.830006, 0.099735476)","(0.7051755, 0.08958206)","(111.3, 769.9)","(0.14020689, 0.02110682)","(0.09145893, 0.011398662)","(0.66351926, 0.11819514)","(0.7488891, 0.10265761)","(0.8436611, 0.056329686)","(0.72644967, 0.018369032)","(110.0, 711.8)","(0.15412627, 0.07119874)","(0.11830367, 0.111900076)","(0.64325523, 0.18006286)","(0.7193865, 0.18661496)","(0.8204235, 0.13224241)","(0.7029491, 0.091852605)","(110.7, 779.8)"
unsat_php_102_518_34900.cnf,0.5502238325357979,1.0,0.5704324501694088,0.933339183785599,0.805388834144545,0.7476714068118153,"(102, 996)","(0.105551995, 0.013116548)","(0.052775998, 0.006558274)","(0.8202003, 0.030087804)","(0.8216359, 0.029999852)","(0.917614, 0.010236007)","(0.9168081, 0.010150382)","(588.4, 0.0)","(0.133158, 0.04886429)","(0.06749441, 0.02687641)","(0.78292733, 0.122732125)","(0.78466177, 0.12171588)","(0.8911208, 0.07983338)","(0.891634, 0.08006626)","(630.0, 1.2)","(0.10162537, 0.018381543)","(0.050845362, 0.009178204)","(0.7938994, 0.096411765)","(0.7957692, 0.09509652)","(0.9018099, 0.050335787)","(0.9009787, 0.051795382)","(578.0, 0.2)","(0.12958093, 0.05714856)","(0.08137368, 0.07939032)","(0.74872, 0.19515455)","(0.7613896, 0.156069)","(0.87478036, 0.12614466)","(0.8750819, 0.12457176)","(614.8, 21.7)","(0.11241925, 0.029000249)","(0.06601962, 0.017762275)","(0.8096205, 0.023907384)","(0.86577195, 0.015453714)","(0.9170767, 0.009161385)","(0.767197, 0.009182867)","(92.0, 563.3)","(0.1341844, 0.06401925)","(0.085424796, 0.05646402)","(0.78225935, 0.13370074)","(0.8412744, 0.12304512)","(0.892989, 0.09272579)","(0.74632084, 0.08772128)","(94.1, 595.9)","(0.11252084, 0.037348494)","(0.06353931, 0.021107085)","(0.79111564, 0.10555807)","(0.8562462, 0.08733226)","(0.9065544, 0.047924966)","(0.7701024, 0.01404068)","(92.8, 541.6)","(0.14265427, 0.05143263)","(0.10289272, 0.089332744)","(0.7564316, 0.19604371)","(0.8165196, 0.19586854)","(0.87838376, 0.13071597)","(0.7410408, 0.089685455)","(95.5, 597.4)"
unsat_tseitin_40_366_2210.cnf,0.5414976689976689,0.5024243097579344,0.39098210090136276,0.38892074965373963,0.542266494054827,0.5313203966280957,"(1156, 1158)","(0.14002234, 0.012706808)","(0.07024321, 0.006536275)","(0.3907167, 0.008821867)","(0.39106297, 0.010299823)","(0.67795146, 0.004617607)","(0.6766057, 0.0025070899)","(1533.9, 0.6)","(0.1618958, 0.053014606)","(0.1004982, 0.08727083)","(0.36737072, 0.08386746)","(0.37615606, 0.051385716)","(0.64342594, 0.10956141)","(0.6434452, 0.106497295)","(1554.7, 67.6)","(0.20391738, 0.17757608)","(0.099533126, 0.080496065)","(0.36142462, 0.106650084)","(0.3684513, 0.07672877)","(0.6562995, 0.06490685)","(0.66025937, 0.055314973)","(1472.1, 42.6)","(0.23195305, 0.26997387)","(0.15324278, 0.25280765)","(0.35436687, 0.12481191)","(0.35366812, 0.11649914)","(0.6277431, 0.15410092)","(0.63170755, 0.1434979)","(1489.7, 136.6)","(0.13919204, 0.010568349)","(0.18957928, 0.012596155)","(0.38871735, 0.010407202)","(0.63240945, 0.013803103)","(0.70859194, 0.0074246386)","(0.7055601, 0.0062506283)","(867.7, 866.5)","(0.1665752, 0.0508188)","(0.20626536, 0.044276305)","(0.36160058, 0.08053815)","(0.58660567, 0.12117626)","(0.6690939, 0.118620336)","(0.66257983, 0.11389394)","(897.4, 899.3)","(0.19828956, 0.17847763)","(0.19629613, 0.035049316)","(0.35547552, 0.105701596)","(0.5813744, 0.14776313)","(0.68474925, 0.07454686)","(0.6823512, 0.06447949)","(851.7, 845.6)","(0.23175745, 0.27009708)","(0.26301348, 0.22320381)","(0.3516297, 0.12372314)","(0.5704321, 0.19387461)","(0.6563178, 0.1662903)","(0.65735227, 0.15362018)","(895.2, 893.2)"
sat_3color_90_300_96587.cnf,0.15825396825396817,0.5791269841269835,0.4839506172839506,0.6652430555555554,0.7255316200554295,0.6165570672713528,"(90, 540)","(0.04010854, 0.02569913)","(0.02005427, 0.012849565)","(0.9440956, 0.0140838595)","(0.9440956, 0.0140838595)","(0.9819614, 0.0042819562)","(0.9819571, 0.004303435)","(343.4, 0.0)","(0.07057636, 0.11473503)","(0.035533212, 0.0581268)","(0.91910964, 0.10581441)","(0.9206435, 0.10098322)","(0.9612158, 0.06664918)","(0.96076727, 0.068066105)","(376.5, 0.2)","(0.041852273, 0.019518258)","(0.020926137, 0.009759129)","(0.93233186, 0.051546037)","(0.9317312, 0.053424135)","(0.9727831, 0.0283732)","(0.9722087, 0.030307617)","(337.1, 0.0)","(0.06140109, 0.082726225)","(0.047902413, 0.09516392)","(0.87818897, 0.21848166)","(0.8939434, 0.16848798)","(0.9411295, 0.13515447)","(0.94157714, 0.13373911)","(349.0, 14.3)","(0.037152827, 0.026159773)","(0.020203318, 0.013878309)","(0.93866825, 0.01862372)","(0.9530487, 0.016307862)","(0.98320216, 0.0030670373)","(0.8863862, 0.009063256)","(80.2, 312.0)","(0.07973842, 0.11136784)","(0.051366925, 0.089282416)","(0.9141213, 0.12474102)","(0.9354232, 0.08538769)","(0.95840776, 0.08046684)","(0.8413476, 0.10131569)","(81.2, 339.2)","(0.03771187, 0.02447027)","(0.019926265, 0.013236919)","(0.9335149, 0.048720233)","(0.9481107, 0.032189388)","(0.97647935, 0.022310931)","(0.8820363, 0.014451788)","(80.8, 304.8)","(0.081831664, 0.08896485)","(0.0637321, 0.10993048)","(0.8711343, 0.21974497)","(0.895134, 0.18489043)","(0.9392254, 0.13925074)","(0.84318525, 0.11762644)","(81.5, 338.4)"
unsat_op_90_772_52302.cnf,0.5757575757575762,0.06675757402021573,0.23658810325476992,0.22598267895467747,0.47136049603136104,0.4780614799433329,"(740, 1530)","(0.14246075, 0.011487709)","(0.0714407, 0.0058425316)","(0.40051824, 0.008268252)","(0.4019622, 0.0085759)","(0.6861293, 0.005491997)","(0.6854196, 0.0045544966)","(1489.0, 0.1)","(0.14991741, 0.027086683)","(0.091147795, 0.061533574)","(0.38443747, 0.05942126)","(0.39042854, 0.04154004)","(0.6636623, 0.06586927)","(0.66497004, 0.064825915)","(1559.6, 16.6)","(0.15539244, 0.028947828)","(0.0858867, 0.04005637)","(0.37681517, 0.07255007)","(0.38397938, 0.04856297)","(0.66712725, 0.040708717)","(0.6695446, 0.039307557)","(1475.3, 17.2)","(0.19103067, 0.13805802)","(0.09555096, 0.069141336)","(0.36621994, 0.10250104)","(0.37538463, 0.0796535)","(0.6511411, 0.097521566)","(0.65421134, 0.090104446)","(1496.7, 81.2)","(0.15493861, 0.006956274)","(0.18942212, 0.014006799)","(0.39810196, 0.01197396)","(0.6134758, 0.012333302)","(0.71008384, 0.0073989984)","(0.69393456, 0.007674223)","(593.6, 1087.8)","(0.15368262, 0.025387233)","(0.19702587, 0.04069277)","(0.39096093, 0.06721107)","(0.60236895, 0.10050331)","(0.6907064, 0.07718402)","(0.6781272, 0.07094379)","(604.2, 1117.8)","(0.1556631, 0.029796897)","(0.1811621, 0.019461565)","(0.378704, 0.06844776)","(0.588473, 0.09417883)","(0.69662565, 0.047361217)","(0.6831313, 0.03988338)","(589.0, 1065.8)","(0.18858445, 0.13541126)","(0.20156956, 0.03919317)","(0.36462393, 0.102732)","(0.57372844, 0.14631233)","(0.6786424, 0.10560093)","(0.66558176, 0.094351634)","(603.9, 1126.0)"
unsat_5clique_65_1825_62521.cnf,0.8881705041752483,0.9440852520876241,0.035620697983335364,0.3155709342560553,0.4775449888085728,0.47926356949156873,"(65, 3640)","(0.14523302, 0.004048555)","(0.10992579, 0.0071679535)","(0.21837072, 0.0065557747)","(0.23325884, 0.0059977807)","(0.5524004, 0.004213254)","(0.5548951, 0.003661728)","(2903.7, 57.4)","(0.14618845, 0.0067018513)","(0.11843355, 0.017056571)","(0.21595788, 0.009776217)","(0.23665924, 0.0070499443)","(0.55083483, 0.011444915)","(0.5524754, 0.010145593)","(2926.5, 64.6)","(0.20035061, 0.17284568)","(0.13937466, 0.06484736)","(0.20302919, 0.053030204)","(0.22528729, 0.03653241)","(0.542014, 0.03649491)","(0.54484326, 0.030032944)","(2806.4, 153.9)","(0.21549848, 0.21727827)","(0.14452139, 0.094509356)","(0.20245199, 0.060298476)","(0.22253673, 0.044625428)","(0.53584546, 0.052288048)","(0.53922683, 0.04513504)","(2833.4, 180.9)","(0.14864494, 0.0046053054)","(0.11702162, 0.0051311543)","(0.21858522, 0.006898597)","(0.23880477, 0.005393781)","(0.5522851, 0.002494779)","(0.49589863, 0.0039369315)","(64.3, 2902.6)","(0.15118171, 0.0125357425)","(0.1223767, 0.014196703)","(0.21161814, 0.015128263)","(0.22814557, 0.017940117)","(0.5434052, 0.021003341)","(0.48931545, 0.019320006)","(64.4, 2959.8)","(0.19711559, 0.16716647)","(0.15294175, 0.11198634)","(0.200527, 0.050931174)","(0.22311449, 0.048362833)","(0.5415026, 0.03610185)","(0.49030018, 0.018357974)","(64.1, 2884.6)","(0.21566407, 0.22020824)","(0.1698206, 0.16389237)","(0.19884802, 0.05908662)","(0.21876028, 0.058189936)","(0.53564584, 0.056843534)","(0.48630095, 0.039878134)","(64.7, 2944.5)"
unsat_matching_40_113_92754.cnf,0.513472222222222,0.5134722222222221,0.5456657586925172,0.694720397372216,0.6973995480545159,0.6250448865268601,"(80, 158)","(0.0040547946, 0.008549233)","(0.0020273973, 0.0042746165)","(0.8520958, 0.07302533)","(0.8520958, 0.07302533)","(0.9906291, 0.0009992851)","(0.9906291, 0.0009992851)","(164.0, 0.0)","(0.049571075, 0.14967705)","(0.024785537, 0.07483853)","(0.851021, 0.016604852)","(0.851021, 0.016604852)","(0.9836113, 0.024545446)","(0.983568, 0.024682246)","(171.2, 0.0)","(0.009732068, 0.018903749)","(0.004866034, 0.0094518745)","(0.82400924, 0.061083507)","(0.82400924, 0.061083507)","(0.984392, 0.021398848)","(0.9842844, 0.021738514)","(153.7, 0.0)","(0.046438318, 0.12919797)","(0.04062622, 0.11953431)","(0.7937039, 0.19780771)","(0.812805, 0.13963802)","(0.9435173, 0.14994396)","(0.9466449, 0.14005424)","(164.6, 8.9)","(0.005398362, 0.0127564315)","(0.002699181, 0.0063782157)","(0.8747671, 0.039544813)","(0.879933, 0.04031111)","(0.9907533, 0.00064420403)","(0.96512616, 0.006576973)","(70.4, 125.8)","(0.054296147, 0.15772538)","(0.033303417, 0.098305434)","(0.8548846, 0.04108985)","(0.87111413, 0.028810903)","(0.97972167, 0.036262225)","(0.9472644, 0.0711966)","(70.5, 126.5)","(0.00545548, 0.008880062)","(0.00272774, 0.004440031)","(0.8342668, 0.043462984)","(0.83488405, 0.04483421)","(0.98778427, 0.011164438)","(0.96824664, 0.0075340415)","(68.4, 114.6)","(0.04365193, 0.12426288)","(0.041510362, 0.12430925)","(0.8213502, 0.21013302)","(0.8476766, 0.14482208)","(0.94269246, 0.1504921)","(0.91923934, 0.13756275)","(71.2, 128.4)"
sat_op_28_119_91897.cnf,0.5454545454545451,0.34974482217129266,0.18452380952380953,0.25054059709821425,0.3990643339993456,0.38161066666666665,"(187, 192)","(0.008669332, 0.00992254)","(0.004334666, 0.00496127)","(0.931303, 0.025599016)","(0.931303, 0.025599016)","(0.98892725, 0.003293288)","(0.9889202, 0.0033146387)","(232.6, 0.0)","(0.0672227, 0.17896944)","(0.040372185, 0.11084398)","(0.8957704, 0.10448246)","(0.90533274, 0.07463804)","(0.9640055, 0.08456028)","(0.96663254, 0.076253876)","(239.8, 3.4)","(0.021086652, 0.02670224)","(0.010543326, 0.01335112)","(0.9007145, 0.114034675)","(0.9007145, 0.114034675)","(0.96740305, 0.07107368)","(0.967456, 0.07090658)","(221.4, 0.0)","(0.093203835, 0.24980749)","(0.05383569, 0.14775966)","(0.8383659, 0.27963296)","(0.85119617, 0.23909348)","(0.92628324, 0.20147061)","(0.9301445, 0.18926032)","(225.4, 19.3)","(0.011534071, 0.014532381)","(0.006292511, 0.008271477)","(0.9255276, 0.022662152)","(0.9376176, 0.016106471)","(0.99028265, 0.001933441)","(0.98152876, 0.0053286077)","(142.1, 143.5)","(0.06728177, 0.1751469)","(0.05374361, 0.15049091)","(0.90789986, 0.093512915)","(0.93339145, 0.03950366)","(0.9668411, 0.075387746)","(0.9543564, 0.077904634)","(150.4, 150.8)","(0.030492624, 0.04239388)","(0.008451016, 0.008575334)","(0.8923969, 0.10386562)","(0.9271223, 0.031219816)","(0.9744687, 0.051034912)","(0.9603527, 0.064351834)","(135.4, 135.3)","(0.0921356, 0.25622302)","(0.054457687, 0.1527377)","(0.837721, 0.28201193)","(0.86297655, 0.23834325)","(0.92594194, 0.2034974)","(0.92045486, 0.18836899)","(146.5, 150.7)"
sat_tseitin_20_98_73310.cnf,0.49642857142857144,0.4666810966810965,0.25609467455621304,0.2649780662219819,0.47961813164515865,0.3867735979222465,"(222, 222)","(0.022870623, 0.01695346)","(0.011435311, 0.00847673)","(0.9439883, 0.008492369)","(0.9439883, 0.008492369)","(0.98897105, 0.0015786452)","(0.98897105, 0.0015786452)","(261.0, 0.0)","(0.08039941, 0.18582226)","(0.0552441, 0.14042476)","(0.8984129, 0.13213013)","(0.9115203, 0.09085286)","(0.9547542, 0.10733781)","(0.9589256, 0.09414802)","(270.1, 9.0)","(0.031127024, 0.027735904)","(0.015980178, 0.015005673)","(0.8723766, 0.18985672)","(0.8818288, 0.16000095)","(0.9575044, 0.098343715)","(0.9572333, 0.09920071)","(239.8, 1.9)","(0.11857335, 0.31019488)","(0.08246057, 0.22830059)","(0.83869743, 0.2955017)","(0.84523106, 0.2749015)","(0.9145277, 0.2329541)","(0.9173542, 0.22401653)","(252.9, 25.1)","(0.028595975, 0.021137144)","(0.01466136, 0.010686895)","(0.9440673, 0.00557404)","(0.9546052, 0.006523926)","(0.98944867, 0.0013264564)","(0.9762181, 0.0037625327)","(168.8, 166.2)","(0.07941478, 0.17888527)","(0.06343776, 0.16163923)","(0.89725494, 0.14314574)","(0.93060523, 0.07932471)","(0.9540674, 0.11266556)","(0.9489428, 0.096614674)","(169.7, 171.4)","(0.04044342, 0.05166552)","(0.01604322, 0.012503037)","(0.8877331, 0.15680799)","(0.9357565, 0.04877768)","(0.9659357, 0.074366696)","(0.95251065, 0.08409944)","(153.5, 151.4)","(0.12651849, 0.30369028)","(0.088801645, 0.23088135)","(0.8373348, 0.29506984)","(0.8564261, 0.280387)","(0.9146112, 0.23651314)","(0.90992385, 0.21669677)","(168.8, 170.4)"
